user_id,watch_time_hours,total_sessions,avg_session_mins,weekday_watch_ratio,recency_days,short_session_ratio,top_genres
USR-3827,61.5,54,106.3,0.71,3.0,0.1,"Action,Thriller,Sci-Fi"
USR-3828,19.6,16,24.8,0.48,4.0,0.63,Animation
USR-3829,39.7,53,38.3,0.57,1.0,0.29,"Horror,Drama,Thriller"
USR-3830,56.3,33,43.7,0.48,3.0,0.21,"Comedy,Thriller,Drama"
USR-3831,9.5,35,6.1,0.45,2.0,0.76,"Animation,Comedy"
USR-3832,6.3,2,28.9,0.54,19.0,0.31,Documentary
USR-3833,33.5,47,34.2,0.44,4.0,0.33,"Sci-Fi,Action,Romance,Documentary"
USR-3834,76.6,29,70.5,0.67,4.0,0.19,"Thriller,Action,Sci-Fi"
USR-3835,15.7,28,28.9,0.57,7.0,0.67,"Animation,Romance"
USR-3836,69.6,66,101.2,0.57,4.0,0.15,"Thriller,Action"
USR-3837,44.9,50,48.0,0.52,6.0,0.47,"Thriller,Documentary,Comedy"
USR-3838,105.1,30,67.2,0.59,2.0,0.15,"Sci-Fi,Thriller"
USR-3839,1.6,1,20.1,0.76,39.0,0.57,Drama
USR-3840,13.8,24,45.7,0.44,3.0,0.8,"Romance,Comedy"
USR-3841,41.8,43,62.0,0.41,4.0,0.24,"Thriller,Animation,Comedy"
USR-3842,33.6,50,54.1,0.6,6.0,0.4,"Animation,Drama,Action,Romance"
USR-3843,6.0,5,31.2,0.42,10.0,0.3,"Documentary,Comedy"
USR-3844,38.7,68,91.3,0.67,2.0,0.18,"Action,Thriller,Sci-Fi"
USR-3845,0.6,7,24.5,0.43,20.0,0.46,"Comedy,Drama"
USR-3846,32.5,39,48.4,0.61,2.0,0.2,"Drama,Thriller,Documentary"
USR-3847,87.6,35,46.3,0.55,4.0,0.18,"Sci-Fi,Action,Thriller"
USR-3848,29.1,17,24.9,0.53,2.0,0.6,Comedy
USR-3849,6.5,3,36.5,0.28,41.0,0.48,Comedy
USR-3850,5.1,35,24.8,0.55,9.0,0.89,Animation
USR-3851,12.9,21,5.0,0.52,4.0,0.84,"Romance,Comedy"
USR-3852,0.5,3,30.1,0.3,35.0,0.6,Documentary
USR-3853,70.2,38,100.2,0.69,1.0,0.2,"Sci-Fi,Action"
USR-3854,21.8,25,14.7,0.58,9.0,0.74,Romance
USR-3855,2.6,6,20.2,0.25,19.0,0.65,Drama
USR-3856,59.8,38,47.0,0.58,2.0,0.09,"Thriller,Action,Sci-Fi"
USR-3857,5.1,6,21.3,0.64,34.0,0.68,Documentary
USR-3858,19.6,31,20.8,0.34,6.0,0.74,Romance
USR-3859,52.1,31,42.2,0.69,3.0,0.47,"Horror,Documentary,Action,Sci-Fi,Animation"
USR-3860,22.3,30,38.6,0.58,4.0,0.79,Comedy
USR-3861,86.6,30,83.6,0.57,4.0,0.12,"Action,Sci-Fi"
USR-3862,38.1,32,46.4,0.48,3.0,0.41,"Comedy,Thriller,Drama,Documentary"
USR-3863,35.4,37,58.7,0.69,6.0,0.36,"Animation,Drama,Thriller,Horror,Comedy"
USR-3864,6.1,7,27.8,0.33,26.0,0.35,Documentary
USR-3865,4.3,3,41.5,0.75,21.0,0.31,Comedy
USR-3866,80.5,41,81.2,0.56,1.0,0.1,"Action,Sci-Fi,Thriller"
USR-3867,42.6,58,54.2,0.67,1.0,0.46,"Documentary,Comedy,Animation,Sci-Fi"
USR-3868,8.0,1,23.8,0.67,24.0,0.64,Documentary
USR-3869,3.3,22,28.6,0.39,1.0,0.63,"Comedy,Romance"
USR-3870,2.9,3,18.8,0.59,36.0,0.62,"Comedy,Drama"
USR-3871,17.6,24,29.4,0.39,4.0,0.76,"Romance,Animation"
USR-3872,50.3,31,47.7,0.69,5.0,0.26,"Comedy,Drama,Action"
USR-3873,83.3,30,64.4,0.46,3.0,0.3,"Romance,Sci-Fi,Drama,Action"
USR-3874,82.1,35,117.7,0.62,2.0,0.2,"Thriller,Sci-Fi"
USR-3875,4.1,5,14.8,0.69,28.0,0.32,"Drama,Comedy"
USR-3876,6.8,33,32.6,0.46,7.0,0.64,"Romance,Animation"
USR-3877,56.0,52,77.4,0.61,3.0,0.2,"Action,Sci-Fi"
USR-3878,14.5,21,20.6,0.3,3.0,0.79,"Romance,Animation"
USR-3879,12.4,17,34.2,0.52,7.0,0.67,Comedy
USR-3880,39.7,54,52.9,0.59,1.0,0.15,"Sci-Fi,Action,Thriller"
USR-3881,27.5,36,73.8,0.41,1.0,0.38,"Animation,Documentary,Comedy"
USR-3882,20.9,30,32.8,0.36,7.0,0.61,Animation
USR-3883,18.9,35,59.4,0.62,6.0,0.2,"Sci-Fi,Thriller,Drama"
USR-3884,18.3,29,14.5,0.3,2.0,0.68,"Romance,Animation"
USR-3885,18.8,35,23.9,0.46,6.0,0.74,"Comedy,Animation"
USR-3886,9.5,4,20.3,0.73,39.0,0.69,Comedy
USR-3887,17.6,26,43.2,0.6,7.0,0.87,Animation
USR-3888,30.5,48,50.8,0.69,6.0,0.33,"Romance,Sci-Fi,Thriller,Comedy"
USR-3889,92.5,58,95.0,0.76,4.0,0.16,"Action,Sci-Fi"
USR-3890,28.1,40,41.8,0.53,5.0,0.21,"Romance,Animation,Sci-Fi,Drama"
USR-3891,52.2,30,42.3,0.44,6.0,0.49,"Action,Documentary,Sci-Fi,Horror,Romance"
USR-3892,7.8,2,8.3,0.42,26.0,0.42,Documentary
USR-3893,65.7,25,110.5,0.72,1.0,0.06,"Sci-Fi,Action"
USR-3894,25.8,49,44.0,0.7,3.0,0.29,"Animation,Thriller,Action,Comedy,Romance"
USR-3895,11.4,37,20.3,0.55,9.0,0.81,"Comedy,Romance"
USR-3896,60.4,59,61.3,0.61,1.0,0.08,"Action,Thriller"
USR-3897,49.5,30,36.6,0.61,1.0,0.21,"Drama,Action,Comedy,Romance"
USR-3898,10.3,30,17.6,0.5,2.0,0.89,Romance
USR-3899,19.9,29,20.7,0.55,6.0,0.79,"Romance,Animation"
USR-3900,5.4,4,29.4,0.71,21.0,0.57,"Documentary,Comedy"
USR-3901,6.9,16,38.6,0.54,1.0,0.78,Romance
USR-3902,48.1,59,74.2,0.59,2.0,0.07,"Sci-Fi,Action"
USR-3903,4.4,6,34.8,0.54,12.0,0.63,"Documentary,Drama"
USR-3904,2.0,3,33.3,0.52,23.0,0.38,Documentary
USR-3905,53.5,45,71.6,0.51,2.0,0.06,"Thriller,Action"
USR-3906,7.9,19,19.8,0.54,8.0,0.71,"Romance,Comedy"
USR-3907,36.5,23,33.4,0.43,1.0,0.8,Romance
USR-3908,69.5,43,110.1,0.67,4.0,0.11,"Thriller,Action"
USR-3909,12.4,28,15.5,0.38,9.0,0.62,"Romance,Comedy"
USR-3910,15.5,19,22.4,0.56,8.0,0.77,Comedy
USR-3911,54.9,35,96.0,0.62,4.0,0.1,"Action,Sci-Fi"
USR-3912,31.5,36,44.3,0.63,5.0,0.46,"Horror,Thriller,Romance"
USR-3913,13.2,15,22.7,0.35,3.0,0.86,Animation
USR-3914,5.3,3,22.8,0.26,15.0,0.48,"Comedy,Drama"
USR-3915,49.7,30,86.2,0.7,2.0,0.11,"Action,Thriller"
USR-3916,10.3,25,28.7,0.38,6.0,0.65,Comedy
USR-3917,53.9,54,57.7,0.63,1.0,0.33,"Action,Horror,Animation,Drama,Romance"
USR-3918,5.2,6,32.3,0.54,42.0,0.65,Documentary
USR-3919,4.1,4,10.1,0.79,16.0,0.34,Drama
USR-3920,16.2,35,15.1,0.58,3.0,0.72,"Comedy,Animation"
USR-3921,13.9,37,22.2,0.45,8.0,0.79,"Animation,Romance"
USR-3922,11.5,20,22.5,0.55,4.0,0.86,"Comedy,Romance"
USR-3923,88.0,42,93.3,0.72,2.0,0.14,"Action,Sci-Fi"
USR-3924,74.4,26,65.1,0.73,3.0,0.2,"Action,Thriller,Sci-Fi"
USR-3925,4.2,3,29.9,0.48,27.0,0.52,"Comedy,Documentary"
USR-3926,15.4,23,24.2,0.56,4.0,0.78,"Comedy,Romance"
USR-3927,41.2,35,53.4,0.48,1.0,0.21,"Action,Sci-Fi,Horror"
USR-3928,0.8,7,25.3,0.58,44.0,0.66,Comedy
USR-3929,2.6,6,47.7,0.59,38.0,0.47,"Drama,Comedy"
USR-3930,47.1,44,53.9,0.67,6.0,0.48,"Sci-Fi,Thriller,Drama,Horror,Comedy"
USR-3931,98.9,33,115.0,0.73,2.0,0.17,"Sci-Fi,Action,Thriller"
USR-3932,6.1,5,26.5,0.33,44.0,0.64,Documentary
USR-3933,52.2,50,102.7,0.54,3.0,0.12,"Sci-Fi,Action,Thriller"
USR-3934,0.8,4,14.6,0.6,15.0,0.67,Comedy
USR-3935,70.3,36,76.6,0.63,2.0,0.18,"Sci-Fi,Thriller"
USR-3936,2.4,7,27.3,0.65,31.0,0.67,"Drama,Comedy"
USR-3937,24.5,24,14.5,0.41,9.0,0.88,Comedy
USR-3938,65.5,65,95.2,0.5,3.0,0.13,"Thriller,Action"
USR-3939,14.7,31,36.9,0.4,7.0,0.66,"Animation,Comedy"
USR-3940,30.7,51,45.7,0.41,2.0,0.21,"Horror,Thriller,Sci-Fi,Comedy"
USR-3941,21.3,36,25.2,0.56,4.0,0.77,Comedy
USR-3942,47.7,46,42.2,0.57,4.0,0.45,"Thriller,Drama,Sci-Fi,Romance"
USR-3943,10.2,25,28.4,0.37,9.0,0.77,"Animation,Comedy"
USR-3944,23.7,15,19.4,0.3,3.0,0.73,"Comedy,Animation"
USR-3945,57.4,50,40.2,0.6,4.0,0.37,"Thriller,Drama,Horror,Animation,Romance"
USR-3946,17.9,32,31.2,0.4,6.0,0.66,Animation
USR-3947,18.4,35,18.7,0.44,9.0,0.72,Romance
USR-3948,64.2,40,77.4,0.7,2.0,0.17,"Sci-Fi,Thriller,Action"
USR-3949,1.9,5,28.6,0.38,35.0,0.59,Documentary
USR-3950,9.5,22,31.3,0.5,7.0,0.6,Comedy
USR-3951,4.9,1,9.6,0.74,36.0,0.39,"Comedy,Documentary"
USR-3952,5.8,4,8.5,0.73,27.0,0.38,Comedy
USR-3953,5.3,5,22.2,0.32,42.0,0.61,Comedy
USR-3954,43.2,62,108.3,0.8,4.0,0.18,"Sci-Fi,Action,Thriller"
USR-3955,25.8,34,38.7,0.58,1.0,0.77,"Animation,Comedy"
USR-3956,11.5,20,31.3,0.44,1.0,0.81,"Comedy,Romance"
USR-3957,64.4,25,84.7,0.56,3.0,0.13,"Action,Thriller,Sci-Fi"
USR-3958,47.9,41,44.9,0.49,1.0,0.34,"Action,Drama,Documentary,Sci-Fi,Romance"
USR-3959,57.5,30,99.4,0.74,2.0,0.12,"Action,Thriller,Sci-Fi"
USR-3960,51.4,32,45.9,0.4,1.0,0.3,"Sci-Fi,Comedy,Documentary,Animation"
USR-3961,1.3,3,17.5,0.33,38.0,0.5,"Comedy,Drama"
USR-3962,89.1,52,31.8,0.77,2.0,0.19,"Action,Thriller,Sci-Fi"
USR-3963,21.1,15,16.3,0.48,4.0,0.84,"Comedy,Animation"
USR-3964,42.8,39,40.6,0.51,4.0,0.39,"Drama,Action,Sci-Fi,Thriller"
USR-3965,2.2,4,23.0,0.7,42.0,0.54,"Drama,Comedy"
USR-3966,40.7,59,57.8,0.48,1.0,0.39,"Romance,Drama,Thriller"
USR-3967,3.0,6,19.3,0.67,25.0,0.42,"Documentary,Drama"
USR-3968,12.3,22,37.4,0.48,2.0,0.78,"Animation,Romance"
USR-3969,37.5,59,31.3,0.59,3.0,0.25,"Animation,Documentary,Romance,Comedy,Sci-Fi"
USR-3970,67.8,28,137.5,0.73,4.0,0.11,"Action,Sci-Fi"
USR-3971,14.5,28,19.9,0.42,9.0,0.89,Animation
USR-3972,16.0,38,28.8,0.42,4.0,0.85,"Romance,Animation"
USR-3973,0.5,7,20.9,0.56,21.0,0.58,"Comedy,Documentary"
USR-3974,68.0,30,135.7,0.63,2.0,0.12,"Thriller,Action"
USR-3975,75.1,66,83.2,0.55,3.0,0.19,"Action,Thriller"
USR-3976,16.2,36,28.1,0.36,6.0,0.61,"Animation,Romance"
USR-3977,65.5,55,89.3,0.59,4.0,0.2,"Thriller,Action"
USR-3978,22.3,23,32.2,0.37,8.0,0.84,Comedy
USR-3979,70.4,36,102.5,0.53,1.0,0.07,"Action,Sci-Fi"
USR-3980,3.9,5,32.5,0.68,17.0,0.6,Comedy
USR-3981,10.2,32,29.1,0.43,3.0,0.77,"Romance,Comedy"
USR-3982,7.7,31,25.0,0.54,7.0,0.79,"Comedy,Animation"
USR-3983,21.3,24,11.2,0.52,4.0,0.65,"Romance,Comedy"
USR-3984,25.9,48,59.8,0.41,6.0,0.43,"Drama,Thriller,Action"
USR-3985,53.9,52,71.4,0.53,4.0,0.06,"Sci-Fi,Thriller"
USR-3986,24.5,35,48.0,0.59,6.0,0.24,"Documentary,Romance,Comedy,Drama,Action"
USR-3987,21.0,19,20.1,0.44,4.0,0.77,"Romance,Animation"
USR-3988,3.4,4,34.5,0.61,12.0,0.32,Documentary
USR-3989,57.3,62,75.8,0.68,3.0,0.12,"Thriller,Sci-Fi,Action"
USR-3990,8.6,23,20.0,0.43,3.0,0.86,"Animation,Romance"
USR-3991,66.7,25,64.8,0.71,1.0,0.13,"Sci-Fi,Action"
USR-3992,14.7,18,36.1,0.32,7.0,0.77,Romance
USR-3993,66.0,56,35.0,0.78,4.0,0.11,"Action,Thriller,Sci-Fi"
USR-3994,7.5,6,24.4,0.54,11.0,0.52,Drama
USR-3995,71.8,60,93.5,0.71,4.0,0.05,"Sci-Fi,Thriller,Action"
USR-3996,74.4,57,125.9,0.59,1.0,0.11,"Action,Thriller"
USR-3997,11.8,35,29.8,0.45,8.0,0.84,"Comedy,Animation"
USR-3998,60.4,46,108.7,0.57,3.0,0.15,"Sci-Fi,Action"
USR-3999,12.1,38,42.1,0.56,6.0,0.85,Romance
USR-4000,0.7,1,19.5,0.62,11.0,0.61,"Drama,Documentary"
USR-4001,61.0,29,71.0,0.79,4.0,0.13,"Thriller,Action"
USR-4002,85.6,35,88.9,0.69,3.0,0.09,"Sci-Fi,Action,Thriller"
USR-4003,22.5,36,36.2,0.56,2.0,0.47,"Horror,Sci-Fi,Action,Comedy"
USR-4004,5.3,1,6.4,0.57,10.0,0.34,Documentary
USR-4005,48.2,57,43.7,0.42,5.0,0.4,"Sci-Fi,Horror,Documentary,Animation,Comedy"
USR-4006,41.9,50,41.0,0.42,3.0,0.41,"Comedy,Action,Drama,Thriller"
USR-4007,8.8,7,44.9,0.71,33.0,0.49,"Comedy,Drama"
USR-4008,5.4,6,12.0,0.25,24.0,0.31,"Documentary,Drama"
USR-4009,22.3,38,34.9,0.59,8.0,0.72,"Animation,Comedy"
USR-4010,39.7,49,50.8,0.64,1.0,0.31,"Action,Sci-Fi,Animation,Comedy,Drama"
USR-4011,13.1,34,21.8,0.56,1.0,0.88,"Comedy,Romance"
USR-4012,72.2,67,96.6,0.79,1.0,0.08,"Thriller,Action"
USR-4013,45.4,33,89.8,0.79,1.0,0.2,"Action,Sci-Fi,Thriller"
USR-4014,20.4,21,20.1,0.45,1.0,0.85,"Romance,Comedy"
USR-4015,35.5,40,44.4,0.42,2.0,0.4,"Thriller,Comedy,Documentary,Action"
USR-4016,0.6,7,36.2,0.27,33.0,0.51,Documentary
USR-4017,45.0,45,98.4,0.55,2.0,0.12,"Sci-Fi,Thriller,Action"
USR-4018,3.5,7,28.8,0.24,28.0,0.53,Documentary
USR-4019,56.4,32,78.5,0.72,4.0,0.08,"Sci-Fi,Thriller"
USR-4020,17.8,33,24.0,0.37,1.0,0.73,"Romance,Animation"
USR-4021,49.8,51,123.9,0.7,3.0,0.1,"Sci-Fi,Action"
USR-4022,75.1,25,53.0,0.61,2.0,0.07,"Sci-Fi,Action"
USR-4023,20.7,36,26.2,0.59,5.0,0.74,"Romance,Comedy"
USR-4024,5.2,4,26.7,0.38,38.0,0.48,"Drama,Documentary"
USR-4025,37.8,36,54.3,0.6,2.0,0.48,"Horror,Comedy,Animation"
USR-4026,46.9,50,54.3,0.59,6.0,0.45,"Action,Animation,Comedy,Documentary"
USR-4027,25.3,53,34.5,0.49,2.0,0.47,"Horror,Romance,Sci-Fi"
USR-4028,5.1,15,26.6,0.53,8.0,0.85,"Comedy,Romance"
USR-4029,4.7,5,29.3,0.28,40.0,0.6,"Drama,Documentary"
USR-4030,0.5,26,29.6,0.56,5.0,0.7,Animation
USR-4031,14.1,33,26.6,0.56,9.0,0.76,Comedy
USR-4032,8.1,21,29.6,0.53,2.0,0.76,Animation
USR-4033,1.6,2,25.1,0.7,34.0,0.49,"Documentary,Drama"
USR-4034,11.6,35,24.6,0.56,2.0,0.78,"Romance,Animation"
USR-4035,4.4,6,6.1,0.66,44.0,0.44,"Documentary,Drama"
USR-4036,45.5,44,44.6,0.4,6.0,0.35,"Drama,Sci-Fi,Comedy"
USR-4037,69.9,64,60.3,0.67,1.0,0.15,"Thriller,Action"
USR-4038,30.8,33,40.1,0.58,5.0,0.31,"Romance,Comedy,Animation,Documentary,Horror"
USR-4039,6.0,7,5.0,0.59,44.0,0.68,"Documentary,Drama"
USR-4040,27.4,45,52.9,0.42,1.0,0.26,"Drama,Horror,Thriller"
USR-4041,13.1,23,32.6,0.43,3.0,0.72,Animation
USR-4042,9.4,3,30.4,0.35,33.0,0.45,"Documentary,Comedy"
USR-4043,61.5,27,72.7,0.79,3.0,0.15,"Sci-Fi,Thriller,Action"
USR-4044,76.4,31,46.1,0.76,3.0,0.12,"Thriller,Action,Sci-Fi"
USR-4045,6.5,4,18.1,0.39,28.0,0.32,"Comedy,Documentary"
USR-4046,29.4,54,27.5,0.69,4.0,0.34,"Animation,Romance,Thriller,Action"
USR-4047,18.9,15,34.4,0.59,2.0,0.6,"Animation,Comedy"
USR-4048,6.7,6,5.0,0.31,40.0,0.42,"Documentary,Comedy"
USR-4049,1.1,4,18.5,0.48,25.0,0.36,Comedy
USR-4050,7.0,4,22.2,0.33,32.0,0.65,"Comedy,Documentary"
USR-4051,14.1,16,17.0,0.59,5.0,0.76,Romance
USR-4052,20.9,36,23.1,0.44,7.0,0.66,Romance
USR-4053,3.3,6,17.3,0.39,13.0,0.37,Drama
USR-4054,45.6,41,72.6,0.55,1.0,0.46,"Thriller,Romance,Comedy,Action"
USR-4055,15.2,16,35.8,0.4,9.0,0.84,"Romance,Comedy"
USR-4056,62.8,46,96.2,0.58,2.0,0.08,"Action,Sci-Fi,Thriller"
USR-4057,66.4,39,70.0,0.76,4.0,0.18,"Sci-Fi,Action"
USR-4058,88.7,48,59.8,0.73,4.0,0.18,"Action,Thriller,Sci-Fi"
USR-4059,2.0,4,5.0,0.51,17.0,0.58,"Drama,Documentary"
USR-4060,12.7,34,25.2,0.41,9.0,0.63,Romance
USR-4061,63.6,40,61.7,0.58,4.0,0.19,"Action,Sci-Fi"
USR-4062,8.0,15,36.1,0.56,9.0,0.66,Animation
USR-4063,57.7,68,99.2,0.74,3.0,0.13,"Action,Sci-Fi,Thriller"
USR-4064,15.1,21,20.0,0.5,1.0,0.79,"Romance,Comedy"
USR-4065,1.9,5,6.3,0.72,25.0,0.42,Comedy
USR-4066,2.7,6,9.1,0.4,20.0,0.42,Comedy
USR-4067,24.5,18,22.7,0.57,1.0,0.73,"Romance,Animation"
USR-4068,35.1,30,41.0,0.7,2.0,0.26,"Horror,Romance,Sci-Fi"
USR-4069,52.3,31,57.0,0.68,2.0,0.14,"Thriller,Sci-Fi,Action"
USR-4070,12.1,16,5.5,0.45,3.0,0.65,"Animation,Comedy"
USR-4071,7.4,6,8.9,0.39,10.0,0.57,Drama
USR-4072,51.0,69,99.5,0.66,1.0,0.07,"Sci-Fi,Thriller,Action"
USR-4073,6.1,1,6.4,0.38,18.0,0.64,"Drama,Documentary"
USR-4074,15.2,28,23.1,0.46,6.0,0.68,Comedy
USR-4075,46.0,49,47.8,0.66,6.0,0.23,"Comedy,Horror,Animation,Drama,Thriller"
USR-4076,40.6,59,48.2,0.45,2.0,0.38,"Documentary,Animation,Horror,Romance"
USR-4077,4.8,5,17.5,0.33,15.0,0.31,"Comedy,Drama"
USR-4078,13.6,38,25.6,0.46,5.0,0.7,"Romance,Animation"
USR-4079,20.5,54,65.2,0.7,6.0,0.21,"Sci-Fi,Action,Animation"
USR-4080,10.6,35,9.2,0.58,4.0,0.87,Romance
USR-4081,7.7,6,14.3,0.6,19.0,0.41,"Comedy,Drama"
USR-4082,47.6,39,51.4,0.4,3.0,0.4,"Comedy,Animation,Sci-Fi,Romance,Drama"
USR-4083,16.5,27,21.7,0.48,9.0,0.75,Comedy
USR-4084,18.9,23,15.2,0.56,8.0,0.88,"Romance,Animation"
USR-4085,8.7,37,45.0,0.46,8.0,0.67,"Animation,Comedy"
USR-4086,24.5,37,36.4,0.53,5.0,0.43,"Sci-Fi,Thriller,Animation,Action"
USR-4087,12.8,30,11.2,0.47,5.0,0.62,"Romance,Animation"
USR-4088,21.7,25,22.2,0.3,3.0,0.7,Romance
USR-4089,95.1,28,128.5,0.52,3.0,0.11,"Sci-Fi,Thriller,Action"
USR-4090,88.9,50,142.1,0.57,,0.1,"Action,Thriller,Sci-Fi"
USR-4091,3.3,5,7.7,0.4,33.0,0.61,Documentary
USR-4092,92.8,69,54.3,0.58,4.0,0.12,"Sci-Fi,Action,Thriller"
USR-4093,33.3,38,33.6,0.43,2.0,0.25,"Horror,Drama,Documentary,Sci-Fi"
USR-4094,85.1,51,84.5,0.72,3.0,0.09,"Action,Thriller,Sci-Fi"
USR-4095,1.0,6,19.6,0.72,36.0,0.5,"Documentary,Drama"
USR-4096,0.5,36,18.7,0.43,6.0,0.86,Comedy
USR-4097,3.8,3,8.3,0.45,37.0,0.35,"Comedy,Documentary"
USR-4098,58.4,56,55.4,0.53,5.0,0.46,"Comedy,Animation,Thriller,Drama,Action"
USR-4099,70.8,62,84.5,0.78,1.0,0.12,"Action,Thriller"
USR-4100,9.5,30,40.5,0.45,9.0,0.69,"Romance,Comedy"
USR-4101,20.4,35,23.4,0.54,9.0,0.86,"Animation,Comedy"
USR-4102,56.8,58,97.7,0.5,4.0,0.2,"Action,Thriller"
USR-4103,12.6,34,19.7,0.33,7.0,0.68,"Romance,Animation"
USR-4104,1.3,7,20.3,0.42,,0.7,Documentary
USR-4105,9.1,25,14.5,0.42,4.0,0.71,"Romance,Animation"
USR-4106,1.3,4,9.1,0.55,24.0,0.56,"Comedy,Documentary"
USR-4107,2.5,1,24.2,0.35,12.0,0.44,"Comedy,Documentary"
USR-4108,12.6,20,39.0,0.49,8.0,0.76,"Romance,Animation"
USR-4109,55.1,53,39.3,0.48,3.0,0.4,"Drama,Comedy,Thriller"
USR-4110,24.8,48,27.6,0.51,6.0,0.46,"Comedy,Action,Thriller,Drama"
USR-4111,6.4,6,10.6,0.23,20.0,0.46,Documentary
USR-4112,3.7,7,34.7,0.58,16.0,0.38,"Documentary,Drama"
USR-4113,5.2,4,14.8,0.29,18.0,0.53,"Drama,Comedy"
USR-4114,3.5,7,26.6,0.75,28.0,0.45,"Documentary,Drama"
USR-4115,15.6,22,34.7,0.38,6.0,0.6,Comedy
USR-4116,69.9,68,89.1,0.58,1.0,0.19,"Action,Sci-Fi,Thriller"
USR-4117,28.1,35,44.0,0.65,6.0,0.43,"Thriller,Drama,Comedy,Animation"
USR-4118,9.3,7,21.3,0.39,39.0,0.5,"Documentary,Comedy"
USR-4119,45.4,34,79.7,0.66,1.0,0.37,"Sci-Fi,Documentary,Animation"
USR-4120,89.2,32,111.8,0.6,2.0,0.14,"Action,Sci-Fi,Thriller"
USR-4121,95.6,44,77.1,0.66,2.0,0.17,"Sci-Fi,Action,Thriller"
USR-4122,3.7,7,27.5,0.38,17.0,0.47,Drama
USR-4123,7.5,4,24.6,0.6,22.0,0.41,Drama
USR-4124,73.2,62,86.8,0.67,3.0,0.12,"Thriller,Action"
USR-4125,64.4,30,38.0,0.68,1.0,0.1,"Action,Thriller,Sci-Fi"
USR-4126,23.1,32,31.8,0.34,5.0,0.74,Romance
USR-4127,14.5,23,18.8,0.57,8.0,0.83,"Animation,Comedy"
USR-4128,38.3,54,52.4,0.69,4.0,0.42,"Horror,Comedy,Sci-Fi,Animation,Romance"
USR-4129,35.0,52,47.5,0.6,4.0,0.29,"Horror,Sci-Fi,Romance,Thriller"
USR-4130,38.3,56,89.3,0.63,1.0,0.1,"Sci-Fi,Thriller,Action"
USR-4131,38.7,40,48.4,0.6,4.0,0.35,"Sci-Fi,Thriller,Horror"
USR-4132,7.2,15,12.1,0.59,2.0,0.68,Romance
USR-4133,52.2,38,115.5,0.54,2.0,0.05,"Action,Sci-Fi"
USR-4134,4.1,1,19.0,0.63,26.0,0.58,"Drama,Comedy"
USR-4135,59.2,43,65.7,0.6,2.0,0.1,"Action,Thriller,Sci-Fi"
USR-4136,15.3,35,25.9,0.34,6.0,0.87,Animation
USR-4137,15.6,23,32.1,0.41,5.0,0.63,"Romance,Comedy"
USR-4138,15.0,28,18.5,0.47,8.0,0.72,"Animation,Comedy"
USR-4139,12.1,29,16.6,0.48,6.0,0.68,"Comedy,Romance"
USR-4140,4.7,1,28.8,0.66,33.0,0.6,"Drama,Documentary"
USR-4141,16.5,24,26.5,0.5,1.0,0.68,"Romance,Comedy"
USR-4142,97.4,54,88.5,0.5,4.0,0.12,"Sci-Fi,Action,Thriller"
USR-4143,25.9,30,59.1,0.65,6.0,0.31,"Horror,Animation,Romance,Thriller"
USR-4144,21.6,20,20.8,0.44,3.0,0.61,Animation
USR-4145,40.3,42,47.6,0.49,5.0,0.29,"Action,Drama,Comedy"
USR-4146,9.4,23,22.8,0.55,9.0,0.67,Animation
USR-4147,0.7,3,33.7,0.65,15.0,0.4,Documentary
USR-4148,0.5,4,25.8,0.77,24.0,0.53,Comedy
USR-4149,11.2,20,42.1,0.5,4.0,0.76,Animation
USR-4150,8.2,29,33.6,0.57,9.0,0.64,"Romance,Animation"
USR-4151,0.8,3,29.8,0.61,41.0,0.47,Comedy
USR-4152,19.2,33,12.8,0.33,6.0,0.64,"Comedy,Romance"
USR-4153,10.0,27,24.4,0.4,8.0,0.85,"Comedy,Animation"
USR-4154,49.6,53,51.9,0.59,1.0,0.37,"Documentary,Horror,Animation,Thriller,Romance"
USR-4155,2.2,5,21.0,0.3,15.0,0.63,"Drama,Documentary"
USR-4156,31.9,44,48.4,0.44,2.0,0.37,"Animation,Horror,Romance"
USR-4157,14.6,29,42.5,0.36,5.0,0.8,Romance
USR-4158,25.9,53,52.9,0.46,5.0,0.34,"Action,Sci-Fi,Documentary,Horror"
USR-4159,73.6,35,65.0,0.67,2.0,0.11,"Action,Thriller"
USR-4160,57.8,29,64.2,0.77,4.0,0.06,"Action,Sci-Fi"
USR-4161,28.4,15,33.7,0.35,5.0,0.89,"Animation,Romance"
USR-4162,13.7,16,28.1,0.57,8.0,0.65,Comedy
USR-4163,2.0,1,5.0,0.7,35.0,0.6,"Comedy,Drama"
USR-4164,41.4,45,58.1,0.65,2.0,0.3,"Sci-Fi,Drama,Horror,Documentary"
USR-4165,2.3,7,14.2,0.78,15.0,0.48,Documentary
USR-4166,1.7,18,24.5,0.4,8.0,0.66,"Animation,Comedy"
USR-4167,2.7,4,9.5,0.57,16.0,0.48,Documentary
USR-4168,21.4,41,65.6,0.51,1.0,0.49,"Action,Documentary,Drama,Romance,Animation"
USR-4169,38.3,39,60.2,0.48,5.0,0.39,"Comedy,Sci-Fi,Drama,Documentary,Animation"
USR-4170,2.2,6,5.0,0.34,10.0,0.32,Drama
USR-4171,90.3,34,57.2,0.67,3.0,0.1,"Thriller,Action"
USR-4172,42.9,55,31.7,0.41,1.0,0.22,"Drama,Animation,Horror,Romance,Thriller"
